/m/031y2;/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;/m/0dxmyh;MISS_149;MISS_2636
/m/04twmk;/people/person/profession;/m/01d_h8;1458;1
/m/05bt6j;/music/genre/artists;/m/01k23t;5;87
/m/05bt6j;/music/genre/artists;/m/0p3r8;5;52
/m/05pd94v;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/01xdf5;8;63
/m/0660b9b;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;64;1
/m/01qdhx;/education/educational_institution/students_graduates./education/education/student;/m/01j6mff;228;894
/m/06btq;/common/topic/webpage./common/webpage/category;/m/08mbj5d;778;1
/m/0bp_b2;/award/award_category/nominees./award/award_nomination/nominated_for;/m/015ppk;1;2
/m/01s21dg;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02sp_v;241;42
/m/05xd_v;/film/actor/film./film/performance/film;/m/016kv6;1324;1199
/m/0z4s;/people/person/spouse_s./people/marriage/location_of_ceremony;/m/0r0m6;936;6
/m/062zjtt;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01xy5l_;196;6
/m/0k269;/film/actor/film./film/performance/film;/m/027pfg;292;277
/m/034r25;/film/film/country;/m/03rt9;527;9
/m/01pj48;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;153;3
/m/05cgy8;/people/person/profession;/m/09jwl;636;3
/m/0bzm81;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/03hj3b3;1;3
/m/0fc9js;/award/award_category/nominees./award/award_nomination/nominated_for;/m/039cq4;8;1
/m/015vql;/film/actor/film./film/performance/film;/m/0c8qq;4166;1687
/m/026y05;/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy;/m/04n6k;MISS_6953;MISS_1
/m/04cf09;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0ck27z;6;1
/m/01jrbb;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;2;1
/m/018w8;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/04gzd;33;31
/m/02mzg9;/education/educational_institution/colors;/m/01jnf1;406;19
/m/018n6m;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03t5kl;7;3
/m/024l2y;/film/film/production_companies;/m/03xsby;376;17
/m/0b76kw1;/film/film/language;/m/02h40lc;71;1
/m/0c6qh;/people/person/places_lived./people/place_lived/location;/m/0gx1l;221;182
/m/0640m69;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0d2b38;44;4
/m/0hkqn;/organization/organization/headquarters./location/mailing_address/citytown;/m/0bxbr;8;8
/m/04j53;/organization/organization_member/member_of./organization/organization_membership/organization;/m/07t65;5;1
/m/0bwjj;/sports/sports_team/colors;/m/01l849;112;3
/m/01hp22;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/03spz;16;20
/m/02g2wv;/award/award_category/winners./award/award_honor/award_winner;/m/01mt1fy;209;2822
/m/018vs;/music/performance_role/regular_performances./music/group_membership/group;/m/09z1lg;3;55
/m/02ld6x;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03hl6lc;4;4
/m/018vs;/music/performance_role/regular_performances./music/group_membership/group;/m/0p76z;1;29
/m/05k8m5;/music/record_label/artist;/m/01t8399;MISS_4017;MISS_1
/m/01wmxfs;/award/award_nominee/award_nominations./award/award_nomination/award;/m/099jhq;3;2
/m/09k5jh7;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/04znsy;1;4
/m/01q_ph;/people/person/profession;/m/01d_h8;73;2
/m/01v1ln;/film/film/country;/m/07ssc;8;1
/m/076df9;/people/person/nationality;/m/09c7w0;40;1
/m/05mv4;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/03g3w;153;2
/m/06qgjh;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;563;1
/m/03z9585;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05v8c;6;1
/m/06b_j;/language/human_language/countries_spoken_in;/m/07t21;1;1
/m/02qvyrt;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0b9rdk;52;1107
/m/04rjg;/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy;/m/04n6k;155;1
/m/018vs;/music/instrument/instrumentalists;/m/01wy61y;2;88
/m/01g969;/film/actor/film./film/performance/film;/m/084qpk;1290;588
/m/076xkps;/film/film/genre;/m/06n90;36;2
/m/07m9cm;/film/actor/film./film/performance/film;/m/0fphf3v;1640;537
/m/01csrl;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gqyl;1483;23
/m/0hd7j;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/07c52;157;50
/m/03f0vvr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01ck6v;328;48
/m/06crng;/film/actor/film./film/performance/film;/m/02qsqmq;1108;426
/m/0bt3j9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/02k54;96;9
/m/03cwwl;/film/film/prequel;/m/0401sg;8;6
/m/01_xtx;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/06cgy;69;15
/m/01npcy7;/people/person/gender;/m/05zppz;118;1
/m/06fcqw;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;44;3
/m/0dl9_4;/film/film/language;/m/02h40lc;5;1
/m/01tnbn;/people/person/gender;/m/02zsn;7;1
/m/0gyh2wm;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/035qy;22;1
/m/0crc2cp;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/059j2;2;1
/m/01q7cb_;/music/group_member/membership./music/group_membership/role;/m/03bx0bm;216;1
/m/026dg51;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/01b66t;1;1
/m/0gyh2wm;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0b90_r;40;2
/m/0dq9p;/people/cause_of_death/people;/m/0gthm;2;1081
/m/022h5x;/education/educational_degree/people_with_this_degree./education/education/institution;/m/065y4w7;1;12
/m/06z4wj;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;306;1
/m/01v3bn;/people/person/languages;/m/02h40lc;278;1
/m/03nk3t;/film/director/film;/m/025rxjq;41;152
/m/05v8c;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0jhn7;1;1
/m/01mszz;/award/award_winning_work/awards_won./award/award_honor/honored_for;/m/02scbv;1;1
/m/01p0vf;/people/person/profession;/m/09jwl;43;2
/m/01n8_g;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;366;1
/m/047vnkj;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09pmkv;1;9
/m/0fhp9;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/06vkl;1;1
/m/0168nq;/award/ranked_item/appears_in_ranked_lists./award/ranking/list;/m/01ptsx;1;1
/m/04ykg;/sports/sports_team_location/teams;/m/0512p;MISS_130;MISS_4
/m/026036;/organization/organization/headquarters./location/mailing_address/citytown;/m/02_286;34;1
/m/0827d;/music/genre/artists;/m/01rwcgb;24;1298
/m/07k2x;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0b60sq;5;3
/m/047p7fr;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/02vzc;8;1
/m/07j94;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;6;1
/m/0bmhvpr;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;2;1
/m/05wdgq;/people/person/place_of_birth;/m/04vmp;45;1
/m/05qsxy;/people/person/gender;/m/05zppz;577;1
/m/01wqg8;/education/educational_institution/students_graduates./education/education/student;/m/056wb;21;47
/m/05tk7y;/people/person/nationality;/m/015fr;1456;41
/m/0d05q4;/location/location/contains;/m/01cgxp;173;4702
/m/0y_yw;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;42;1
/m/01h8rk;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/05qjt;232;13
/m/07rzf;/people/person/religion;/m/051kv;2159;21
/m/04rrd;/location/location/contains;/m/0cy8v;1;3
/m/05c9zr;/film/film/genre;/m/02kdv5l;353;1
/m/03rjj;/location/location/contains;/m/0fjsl;1;1
/m/087wc7n;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;1;1
/m/01d259;/film/film/country;/m/09c7w0;21;1
/m/016fjj;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/07ddz9;1;1
/m/05nzw6;/film/actor/film./film/performance/film;/m/0j_tw;649;1478
/m/07qg8v;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d05w3;160;33
/m/0c0yh4;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;59;1
/m/02y_lrp;/common/topic/webpage./common/webpage/category;/m/08mbj5d;4178;1
/m/035d1m;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/03shp;9;21
/m/03x3qv;/people/person/place_of_birth;/m/02_286;3045;3
/m/0292qb;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;1;1
/m/01r4zfk;/people/person/religion;/m/0c8wxp;3423;2
/m/02qfv5d;/media_common/netflix_genre/titles;/m/07j8r;4;20
/m/026wlxw;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01pvkk;207;1
/m/018gqj;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0c4z8;56;3
/m/05z7c;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d0vqn;1;1
/m/0jym0;/film/film/film_format;/m/0cj16;1338;2
/m/09n5b9;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/05kkh;1;1
/m/0djlxb;/common/topic/webpage./common/webpage/category;/m/08mbj5d;4062;1
/m/01kb2j;/film/actor/film./film/performance/film;/m/0315rp;523;1255
/m/05lnk0;/people/person/profession;/m/0cbd2;111;2
/m/0646qh;/people/person/profession;/m/0dxtg;16;1
/m/03bnb;/award/ranked_item/appears_in_ranked_lists./award/ranking/list;/m/01pd60;18;1
/m/0bl1_;/film/film/genre;/m/07s9rl0;6;1
/m/013807;/education/educational_institution/students_graduates./education/education/student;/m/04ktcgn;83;4344
/m/0gq9h;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0bkq7;1;9
/m/025cn2;/award/award_nominee/award_nominations./award/award_nomination/award;/m/054ks3;8;1
/m/0gq9h;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0qm9n;1;101
/m/01z4y;/media_common/netflix_genre/titles;/m/07kb7vh;1;17
/m/0m2kd;/film/film/genre;/m/02b5_l;526;32
/m/0f14q;/people/person/spouse_s./people/marriage/location_of_ceremony;/m/03_3d;1;1
/m/0g02vk;/medicine/disease/risk_factors;/m/01hbgs;3;1
/m/02_hj4;/film/actor/film./film/performance/film;/m/02tjl3;45;224
/m/0jwmp;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0b90_r;116;7
/m/0c2ry;/people/person/place_of_birth;/m/02_n7;1604;435
/m/01z4y;/media_common/netflix_genre/titles;/m/0372j5;1;39
/m/078g3l;/people/person/place_of_birth;/m/0rh6k;2356;4
/m/02qcr;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;270;2
/m/0jmmn;/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft;/m/038981;2;2
/m/02c6pq;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;69;1
/m/070mff;/government/legislative_session/members./government/government_position_held/district_represented;/m/07b_l;1;2
/m/025m8y;/award/award_category/winners./award/award_honor/ceremony;/m/02cg41;1;1
/m/0bl3nn;/film/film/genre;/m/0btmb;13;3
/m/07cz2;/award/award_winning_work/awards_won./award/award_honor/award;/m/02g3ft;76;14
/m/03fyrh;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0jgx;8;30
/m/018w0j;/base/culturalevent/event/entity_involved;/m/079dy;2;22
/m/040_9;/people/person/gender;/m/05zppz;27;1
/m/03xx9l;/people/person/profession;/m/02hrh1q;4;1
/m/01t04r;/music/record_label/artist;/m/01p0vf;78;935
/m/01k0vq;/film/film/genre;/m/05p553;1;1
/m/03crmd;/film/actor/film./film/performance/film;/m/01ffx4;2944;1328
/m/078g3l;/people/person/gender;/m/05zppz;170;1
/m/04znsy;/people/person/nationality;/m/09c7w0;4;1
/m/07tg4;/education/educational_institution/students_graduates./education/education/student;/m/0h10vt;5;252
/m/0311wg;/people/person/nationality;/m/09c7w0;3;1
/m/01wg6y;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02gdjb;788;20
/m/0k2sk;/film/film/genre;/m/01hmnh;79;5
/m/02x_h0;/award/award_nominee/award_nominations./award/award_nomination/award;/m/023vrq;122;26
/m/024lt6;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0345h;11;1
/m/01vsqvs;/music/group_member/membership./music/group_membership/group;/m/07yg2;52;6
/m/043js;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0cnl80;1;2
/m/02wtp6;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03spz;36;5
/m/02kxg_;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/02vzc;13;12
/m/07szy;/education/educational_institution/students_graduates./education/education/student;/m/02t_vx;57;1850
/m/01lqf49;/people/person/nationality;/m/09c7w0;42;1
/m/02kcz;/organization/organization_member/member_of./organization/organization_membership/organization;/m/0b6css;22;1
/m/0d060g;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0kbvb;1;1
/m/0466p0j;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/07n3s;16;1855
/m/07tlfx;/film/film/genre;/m/0lsxr;1072;8
/m/05q96q6;/film/film/genre;/m/07s9rl0;81;1
/m/072zl1;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;254;1
/m/07s6tbm;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cjyzs;86;2
/m/01y665;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0dr_4;1;1
/m/03t5b6;/award/award_category/winners./award/award_honor/ceremony;/m/01bx35;4;1
/m/065z3_x;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;7;1
/m/017kz7;/film/film/genre;/m/05p553;49;1
/m/0gqy2;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0dgst_d;1;1
/m/09k23;/education/educational_institution/colors;/m/01l849;363;2
/m/0gqy2;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011ydl;8;199
/m/0chsq;/film/actor/film./film/performance/film;/m/0prh7;1798;1115
/m/01w9mnm;/people/person/gender;/m/05zppz;59;1
/m/01vt5c_;/people/person/profession;/m/016z4k;254;4
/m/05zvzf3;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;30;2
/m/0qpn9;/location/location/contains;/m/0qpqn;611;7
/m/0jsf6;/award/award_winning_work/awards_won./award/award_honor/award;/m/0gq_v;37;5
/m/01cmp9;/film/film/genre;/m/05p553;749;4
/m/01xvb;/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft;/m/09l0x9;1;1
/m/09c7w0;/location/country/second_level_divisions;/m/0p0cw;1;1
/m/09c7w0;/location/country/second_level_divisions;/m/0mn8t;1;12
/m/0f2w0;/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed;/m/01t032;2;1
/m/0g3bw;/location/location/contains;/m/02lf_x;3;3
/m/05qd_;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0k54q;2;29
/m/040b5k;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05qhw;25;2
/m/09c7w0;/location/location/contains;/m/0smfm;1;920
/m/09c7w0;/location/location/contains;/m/0xqf3;1;61
/m/05vk_d;/people/person/places_lived./people/place_lived/location;/m/030qb3t;135;1
/m/0342h;/music/instrument/instrumentalists;/m/0bdxs5;1;164
/m/02q0k7v;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;2;1
/m/03xmy1;/people/person/nationality;/m/0k6nt;1765;35
/m/03nl5k;/award/award_category/winners./award/award_honor/ceremony;/m/019bk0;1;2
/m/0342h;/music/instrument/instrumentalists;/m/0jsg0m;1;2
/m/01yf85;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05zr6wv;566;5
/m/059j2;/military/military_combatant/military_conflicts./military/military_combatant_group/combatants;/m/015fr;1;1
/m/0gr0m;/award/award_category/winners./award/award_honor/ceremony;/m/0dthsy;5;2
/m/02p11jq;/music/record_label/artist;/m/07g2v;30;851
/m/0hndn2q;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0g9zljd;1;2
/m/02_qt;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;199;1
/m/02qkwl;/film/film/story_by;/m/03rx9;4;3
/m/01kyln;/common/topic/webpage./common/webpage/category;/m/08mbj5d;846;1
/m/05zl0;/education/educational_institution/students_graduates./education/education/student;/m/038w8;19;190
/m/0558_1;/education/educational_institution/colors;/m/083jv;357;1
/m/05vtw;/film/film_subject/films;/m/07xtqq;34;384
/m/04wlh;/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics;/m/06sks6;12;1
/m/0gr4k;/award/award_category/winners./award/award_honor/ceremony;/m/02yv_b;1;2
/m/01pfkw;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01my_c;1;1
/m/05yzt_;/people/deceased_person/place_of_death;/m/0k_mf;2412;683
/m/049rl0;/award/award_winner/awards_won./award/award_honor/award_winner;/m/05xbx;788;3
/m/0mkg;/music/performance_role/regular_performances./music/group_membership/group;/m/02r3zy;23;86
/m/0nh1v;/location/location/time_zones;/m/02fqwt;7;1
/m/09d6p2;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/02630g;5;33
/m/027jbr;/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee;/m/0hsph;MISS_1;MISS_4039
/m/09k56b7;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/015fr;2;1
/m/041738;/music/genre/artists;/m/03t9sp;9;1
/m/041738;/music/genre/artists;/m/089pg7;168;316
/m/0jpy_;/common/topic/webpage./common/webpage/category;/m/08mbj5d;642;1
/m/06qn87;/people/deceased_person/place_of_death;/m/09nyf;1663;890
/m/04y0yc;/people/person/languages;/m/03k50;74;2
/m/0bx0l;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;186;1
/m/02xbyr;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d0vqn;1;1
/m/0r02m;/location/location/contains;/m/03hdz8;53;8
/m/0gr0m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/07tlfx;8;461
/m/0gr0m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0cc5qkt;12;163
/m/0g1rw;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0fsd9t;4;579
/m/0g55tzk;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/040981l;1;1
/m/03s5lz;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;17;1
/m/086k8;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/04n52p6;1;1
/m/0gr4k;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0p7pw;6;172
/m/02cpb7;/film/actor/film./film/performance/film;/m/047vnkj;274;292
/m/0gr0m;/award/award_category/winners./award/award_honor/award_winner;/m/07xr3w;1;6
/m/0205dx;/film/actor/film./film/performance/film;/m/0llcx;572;1112
/m/0gr07;/award/award_category/winners./award/award_honor/ceremony;/m/0bzn6_;1;1
/m/0m7yy;/award/award_category/winners./award/award_honor/award_winner;/m/01l87db;300;5658
/m/0jgx;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0jdk_;13;2
/m/05bnp0;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05pcn59;94;8
/m/05tbn;/location/location/contains;/m/013ksx;1;1
/m/01w5m;/education/educational_institution/students_graduates./education/education/student;/m/01m65sp;2;511
/m/09rvwmy;/film/film/executive_produced_by;/m/0g_rs_;1356;56
/m/0f7hc;/award/award_nominee/award_nominations./award/award_nomination/award;/m/027dtxw;12;5
/m/0170z3;/film/film/executive_produced_by;/m/027kmrb;1491;207
/m/03c7ln;/people/person/profession;/m/04f2zj;503;10
/m/0170z3;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;217;1
/m/01jtp7;/education/educational_institution/students_graduates./education/education/student;/m/0cqt90;222;234
/m/05mt_q;/people/person/profession;/m/0nbcg;139;4
/m/0l5yl;/people/person/gender;/m/05zppz;97;1
/m/04yt7;/people/person/profession;/m/02hrh1q;1;1
/m/01fmys;/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium;/m/0735l;1;1
/m/0js9s;/people/person/profession;/m/02hrh1q;761;1
/m/040db;/influence/influence_node/influenced_by;/m/0372p;13;54
/m/026390q;/film/film/genre;/m/04228s;238;33
/m/040db;/people/person/profession;/m/01l5t6;4;10
/m/04kxsb;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04vr_f;16;134
/m/06y7d;/people/person/profession;/m/016fly;382;4
/m/03k7bd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/016khd;58;3
/m/060bp;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/07ssc;2;4
/m/01wxyx1;/people/person/places_lived./people/place_lived/location;/m/01xd9;9;2
/m/02211by;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/01c7j1;11;245
/m/0dyb1;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07twz;806;73
/m/02825nf;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ylj;138;32
/m/09v3jyg;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0k6nt;10;3
/m/0kbws;/olympics/olympic_games/participating_countries;/m/05bmq;1;2
/m/017j69;/education/educational_institution/school_type;/m/05pcjw;6;3
/m/06lht1;/film/actor/film./film/performance/film;/m/01jzyf;8;18
/m/019rl6;/business/business_operation/industry;/m/03ytc;13;30
/m/0h0yt;/award/award_nominee/award_nominations./award/award_nomination/award;/m/04mqgr;1331;227
/m/07r1h;/film/actor/film./film/performance/film;/m/018js4;6;115
/m/09v3jyg;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;18;3
/m/01w1kyf;/people/person/places_lived./people/place_lived/location;/m/0mpbx;789;77
/m/0257w4;/award/award_category/winners./award/award_honor/ceremony;/m/05pd94v;5;1
/m/01ym8l;/business/business_operation/industry;/m/0sydc;33;8
/m/0tzt_;/base/biblioness/bibs_location/state;/m/05k7sb;1;1
/m/02h40lc;/language/human_language/countries_spoken_in;/m/0l3h;1;2
/m/01l_pn;/film/film/production_companies;/m/03rwz3;903;31
/m/03y_46;/film/actor/film./film/performance/film;/m/03hxsv;2;3
/m/04jwjq;/film/film/genre;/m/02l7c8;81;1
/m/049fgvm;/people/person/places_lived./people/place_lived/location;/m/04sqj;14;7
/m/02ghq;/influence/influence_node/influenced_by;/m/037jz;40;12
/m/03r1pr;/people/person/profession;/m/02jknp;557;2
/m/0k345;/music/genre/artists;/m/06br6t;53;35
/m/014zcr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05zr6wv;6;22
/m/0154j;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0l6mp;1;1
/m/0c6g1l;/film/actor/film./film/performance/film;/m/076zy_g;1609;1081
/m/016tt2;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/02q_4ph;1;2
/m/02079p;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/0ctw_b;9;113
/m/016tt2;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/06gb1w;1;1
/m/01wrcxr;/music/group_member/membership./music/group_membership/group;/m/01v0sx2;129;1
/m/017jv5;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/01wb95;5;19
/m/0vqcq;/location/location/time_zones;/m/02hcv8;144;1
/m/0gx1673;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/03j24kf;23;802
/m/02r3zy;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f73b;3;1
/m/0nlg4;/location/location/contains;/m/0nc7s;301;266
/m/0c4y8;/people/person/places_lived./people/place_lived/location;/m/0f2tj;1448;45
/m/0294mx;/film/film/genre;/m/07s9rl0;5;1
/m/0c3xpwy;/tv/tv_program/country_of_origin;/m/09c7w0;50;1
/m/04sylm;/education/educational_institution_campus/educational_institution;/m/04sylm;MISS_1;MISS_1
/m/0gmgwnv;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rj0;106;12
/m/03f6fl0;/people/person/places_lived./people/place_lived/location;/m/0xmp9;1386;431
/m/02f4s3;/education/educational_institution/students_graduates./education/education/student;/m/02t_99;271;7005
/m/085ccd;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d0vqn;24;1
/m/014zcr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/04kxsb;9;2
/m/01cycq;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;4;1
/m/01v40wd;/people/person/profession;/m/02hrh1q;34;1
/m/07y_p6;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/06msq2;15;97
/m/05r7t;/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to;/m/0n3g;126;60
/m/015bpl;/film/film/written_by;/m/03ft8;18;1
/m/014mlp;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01rtm4;2;4
/m/09g_31;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/0ccqd7;1;38
/m/01wxyx1;/award/award_nominee/award_nominations./award/award_nomination/award;/m/07cbcy;1540;13
/m/047sxrj;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f705;46;7
/m/0p9sw;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0hfzr;1;2
/m/015bpl;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;162;1
/m/01b66t;/tv/tv_program/languages;/m/02h40lc;17;1
/m/01vrx35;/common/topic/webpage./common/webpage/category;/m/08mbj5d;92;1
/m/01ft2l;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqh46;364;7
/m/06c97;/film/film_subject/films;/m/016z9n;63;567
/m/0194xc;/government/politician/government_positions_held./government/government_position_held/legislative_sessions;/m/02glc4;1;4
/m/061k5;/location/location/time_zones;/m/02llzg;145;1
/m/0hwpz;/film/film/language;/m/04306rv;392;2
/m/07_grx;/people/person/profession;/m/01c8w0;2939;30
/m/025sc50;/music/genre/artists;/m/0b68vs;4;203
/m/02rb607;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;86;1
/m/039g82;/people/person/religion;/m/0c8wxp;2126;1
/m/06f5j;/people/person/gender;/m/05zppz;193;1
/m/06pk8;/people/person/profession;/m/0dxtg;41;1
/m/0356lc;/sports/sports_league/teams./sports/sports_league_participation/team;/m/044lbv;4;67
/m/06by7;/music/genre/artists;/m/01nkxvx;1;319
/m/0134wr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02qvyrt;187;20
/m/06by7;/music/genre/artists;/m/01qmy04;2;319
/m/059s8;/location/location/contains;/m/04_lb;19;16
/m/0g_g2;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03tcnt;88;6
/m/0qmpd;/music/artist/origin;/m/0f8l9c;MISS_4322;253
/m/0bs5k8r;/film/film/runtime./film/film_cut/film_release_region;/m/0d060g;415;7
